genotype,plot,row,col,block,rep,inoc,pheno,checkId,mean_NDVI,mean_OSAVI,median_NDVI,median_OSAVI
JG4,104,15,6,2,1,I,Sev09,noCheck,0.493940315952517,0.572968919745185,0.553735872750105,0.642330923688055
JG1,106,16,7,3,1,I,Sev09,noCheck,0.478117205082611,0.554614142800732,0.551679489178367,0.639945629749449
JS31,110,16,3,3,1,I,Sev09,noCheck,0.434741121460533,0.504298079676953,0.477719280271321,0.55415284627208
JG37,111,16,2,3,1,I,Sev09,noCheck,-0.140469588720483,-0.162943587074914,-0.16497373511521,-0.191368003639198
JS3,113,17,1,3,1,I,Sev09,noCheck,0.518475643775302,0.60142938999066,0.627814197876851,0.728262224994793
JS10,115,17,3,3,1,I,Sev09,noCheck,0.490737666300206,0.56925401540259,0.633747774799435,0.735145441006763
NA,118,17,6,3,1,I,Sev09,GoldenBliss,0.553625000088475,0.64220303683614,0.614847329467175,0.71322107405447
JT35,119,17,7,3,1,I,Sev09,noCheck,0.470051030360792,0.545257566236872,0.557172825380637,0.646318210622242
JG36,120,18,7,3,1,I,Sev09,noCheck,0.456460448750451,0.529492493741166,0.544760822858272,0.63192005760973
JT32,121,18,6,3,1,I,Sev09,noCheck,0.447287152166379,0.51885131969838,0.504961963722167,0.58575383237405
JS38,122,18,5,3,1,I,Sev09,noCheck,-0.153481582064286,-0.178037373816169,-0.217298202553564,-0.252064644824039
NA,123,18,4,3,1,I,Sev09,Heritage,0.472664817723619,0.548289509028452,0.616726142145522,0.71540026232872
JG19,125,18,2,3,1,I,Sev09,noCheck,0.48939332361419,0.567694361155531,0.631311532817458,0.732319607586468
JS5,129,19,3,3,1,I,Sev09,noCheck,0.450729629148066,0.522844834186702,0.574236096527342,0.666111934570663
JG20,131,19,5,3,1,I,Sev09,noCheck,0.407064922617092,0.472193482935689,0.475249374229462,0.551285978788934
JT11,132,19,6,3,1,I,Sev09,noCheck,0.486410095216897,0.564234058192979,0.562552929401802,0.652560058387747
NA,134,20,7,3,1,I,Sev09,GoldenBliss,0.443599061110981,0.514573200945877,0.525931580860907,0.610078495859196
JG8,137,20,4,3,1,I,Sev09,noCheck,0.425584646459022,0.493676336992876,0.570484625325984,0.661759439352576
JT26,138,20,3,3,1,I,Sev09,noCheck,0.467781546662072,0.542624885615757,0.607355000593786,0.704528863891936
JG17,139,20,2,3,1,I,Sev09,noCheck,0.563490986658941,0.653647167194715,0.651502877851204,0.755740760636928
JG15,142,21,2,3,1,I,Sev09,noCheck,0.491110785927713,0.569686283156955,0.595200885435401,0.690430114429921
JT6,147,21,7,3,1,I,Sev09,noCheck,0.332626427716107,0.385845581185821,0.436779824207224,0.506663337172191
JT12,148,22,7,3,1,I,Sev09,noCheck,0.409017584204165,0.474458910323073,0.529525894132728,0.614248448515636
JT36,149,22,6,3,1,I,Sev09,noCheck,0.464782999452629,0.539146508695871,0.542545566250256,0.629350279130538
JT17,151,22,4,3,1,I,Sev09,noCheck,0.482917431914215,0.56018247356137,0.560836255031814,0.6505655503403
JG25,153,22,2,3,1,I,Sev09,noCheck,0.046332514005842,0.053745501271271,-0.089033155576165,-0.103277821916241
JG19,156,23,2,3,1,I,Sev09,noCheck,0.359772342164616,0.417334470447911,0.517602495543672,0.600416754307471
NA,157,23,3,3,1,I,Sev09,GoldenBliss,0.553279020868824,0.641801746802826,0.679717780112052,0.788470730810511
JG31,158,23,4,3,1,I,Sev09,noCheck,0.470250305751135,0.545488661516439,0.619645069232939,0.718786016544698
JT22,159,23,5,3,1,I,Sev09,noCheck,0.363491585498463,0.421649081609035,0.532965847342919,0.618238442471099
NA,2,1,2,1,1,I,Sev11,Salmon,0.668405296544158,0.775347138098141,0.726344477422486,0.842557077352814
JG24,3,1,3,1,1,I,Sev11,noCheck,0.428376661726911,0.496915049640908,0.617848654882934,0.716702454949175
JG18,4,1,4,1,1,I,Sev11,noCheck,0.093127098534375,0.108026898292963,-0.002408557647579,-0.0027939081708
JG16,10,2,5,1,1,I,Sev11,noCheck,-0.011598464821004,-0.013454069353928,-0.072561481072119,-0.084170573788792
JT34,11,2,4,1,1,I,Sev11,noCheck,0.30234144282169,0.350714828705742,0.392503844476577,0.455302787568087
JS1,13,2,2,1,1,I,Sev11,noCheck,0.569459758486943,0.660570655928078,0.64854161086396,0.752305873174346
NA,15,3,1,1,1,I,Sev11,HimboTop,0.622080716938362,0.721610664502068,0.675159892784103,0.783182592946931
JT14,16,3,2,1,1,I,Sev11,noCheck,0.330802792894777,0.383729700158156,0.362602188675981,0.42061708337875
JS9,17,3,3,1,1,I,Sev11,noCheck,0.497168463869465,0.576713222652705,0.557393522899501,0.646574220315401
JT20,22,4,7,1,1,I,Sev11,noCheck,0.444640937199491,0.515781976550118,0.5695028060577,0.660621764580468
JG42,23,4,6,1,1,I,Sev11,noCheck,0.462517252924931,0.536518258973092,0.535658233204426,0.621360147796916
JS29,24,4,5,1,1,I,Sev11,noCheck,0.45146161238685,0.523693891057159,0.493215439467692,0.572128715352413
NA,25,4,4,1,1,I,Sev11,Heritage,0.580161659942866,0.67298547798229,0.639251746319902,0.741529374564206
JT18,26,4,3,1,1,I,Sev11,noCheck,0.62347111362145,0.723224147020566,0.670511112669144,0.777790709413982
JS7,27,4,2,1,1,I,Sev11,noCheck,0.609411548742297,0.706914939230791,0.673323285606631,0.781052395370023
JS2,29,5,1,1,1,I,Sev11,noCheck,0.638783438525664,0.740985892912382,0.670384564052699,0.777643722034824
JG7,30,5,2,1,1,I,Sev11,noCheck,0.548028824025864,0.635710850613322,0.577143412683228,0.669483673023286
JG11,32,5,4,1,1,I,Sev11,noCheck,0.536332734603943,0.622144073933939,0.57209949019002,0.663633768246517
JT21,33,5,5,1,1,I,Sev11,noCheck,0.577616484367431,0.670032817070489,0.619777503090235,0.718939872322451
JG6,34,5,6,1,1,I,Sev11,noCheck,0.511090304671246,0.592862931812868,0.564186964327704,0.654455220130305
NA,35,5,7,1,1,I,Sev11,GoldenBliss,0.57422104359742,0.666094134722445,0.636121830509953,0.737898749344847
JT1,36,6,7,1,1,I,Sev11,noCheck,0.488616833242321,0.566793742020669,0.526680769978807,0.610946533479486
JT21,38,6,5,1,1,I,Sev11,noCheck,0.491341297354811,0.569953960984414,0.551423063839438,0.639648433070659
JT16,39,6,4,1,1,I,Sev11,noCheck,0.577606604661943,0.670021426703644,0.613374384568727,0.711512268154939
JS25,40,6,3,1,1,I,Sev11,noCheck,-0.200487456402067,-0.232563885774605,-0.200487456402067,-0.232563885774605
JS22,41,6,2,1,1,I,Sev11,noCheck,0.581663225985268,0.674726828848759,0.630151730842679,0.730973977364738
NA,42,6,1,1,1,I,Sev11,GoldenBliss,0.534496793817491,0.620013588132431,0.578831227383843,0.671440996955767
JS19,43,7,1,1,1,I,Sev11,noCheck,0.645856488940503,0.749190447857712,0.690300107181136,0.800744691341087
JG20,44,7,2,1,1,I,Sev11,noCheck,0.577664696050113,0.670088503196461,0.616715405936759,0.715388087062294
NA,45,7,3,1,1,I,Sev11,Jewel,0.662930254053611,0.768996641015084,0.694282191069574,0.805365250869027
JG39,46,7,4,1,1,I,Sev11,noCheck,0.517941956563099,0.600810529826062,0.572704082947156,0.664334426718279
JT28,47,7,5,1,1,I,Sev11,noCheck,0.472290098687972,0.547854821567264,0.512455697983815,0.5944465960932
JG32,48,7,6,1,1,I,Sev11,noCheck,0.459730898527754,0.533286089438133,0.491583017252717,0.570234614118936
JG9,49,7,7,1,1,I,Sev11,noCheck,0.380980344251562,0.441935798492547,0.453217308810017,0.525730221974641
JS12,50,8,7,2,1,I,Sev11,noCheck,0.447156986240505,0.518700360656036,0.504012709291942,0.584653000316876
JG12,51,8,6,2,1,I,Sev11,noCheck,0.520401870601347,0.60366419626801,0.566549370585513,0.657195606850713
JS15,52,8,5,2,1,I,Sev11,noCheck,0.567512044956311,0.658311798065646,0.607794460220027,0.705039655738809
JG4,53,8,4,1,1,I,Sev11,noCheck,0.579149921052822,0.671811743405753,0.614653426195026,0.712996236099203
JG34,54,8,3,1,1,I,Sev11,noCheck,0.556552755300784,0.645599057494377,0.590381216864428,0.684840482604184
JT19,55,8,2,1,1,I,Sev11,noCheck,0.596572018377104,0.692020956114986,0.635343618513324,0.73699553479597
JG39,56,8,1,1,1,I,Sev11,noCheck,0.617485970664502,0.716280945742145,0.653262303232749,0.757780710954035
NA,58,9,2,2,1,I,Sev11,HimboTop,0.645810683879092,0.749137791690267,0.710144214204853,0.823764044833214
JS32,59,9,3,2,1,I,Sev11,noCheck,0.602281264471587,0.698643880462954,0.646495704821378,0.74993121409344
JT30,60,9,4,2,1,I,Sev11,noCheck,0.578482736043268,0.671037612427206,0.628110716099543,0.728606580481004
JT18,62,9,6,2,1,I,Sev11,noCheck,0.443976670708175,0.51501124187037,0.507968471319257,0.58924161865142
NA,63,9,7,2,1,I,Sev11,Heritage,0.468015657523078,0.542896221311192,0.553074487585402,0.641564267407874
JG41,64,10,7,2,1,I,Sev11,noCheck,0.503041774484622,0.583526547467748,0.545551691309332,0.632837868818242
JT37,65,10,6,2,1,I,Sev11,noCheck,0.435082898275232,0.504694540879829,0.47546633352001,0.55153967968597
NA,67,10,4,2,1,I,Sev11,Salmon,0.429426198085818,0.498132530508127,0.487699915810994,0.565729216194746
JG14,68,10,3,2,1,I,Sev11,noCheck,0.486532582351493,0.564375900429939,0.555711998006629,0.64462424743659
JT24,70,10,1,2,1,I,Sev11,noCheck,0.590634664864514,0.685133515953996,0.651585337479113,0.755836433491352
JS36,72,11,2,2,1,I,Sev11,noCheck,0.562479051554369,0.652473471682372,0.64771115090374,0.751343025651811
JS11,73,11,3,2,1,I,Sev11,noCheck,0.542358236763549,0.629133336656431,0.608533174841277,0.705896484564969
JT21,75,11,5,2,1,I,Sev11,noCheck,0.561396206166091,0.651217404601338,0.627425389412836,0.727811004950478
JG43,76,11,6,2,1,I,Sev11,noCheck,0.548151676922706,0.635853707061752,0.590762283295762,0.685281491285343
JT9,79,12,6,2,1,I,Sev11,noCheck,0.516718888283022,0.599391991312856,0.569345672032612,0.660439407410581
JT19,80,12,5,2,1,I,Sev11,noCheck,0.49528667496287,0.574530588512801,0.527173750220326,0.611519878960337
JG13,81,12,4,2,1,I,Sev11,noCheck,0.564343881672712,0.654636562976492,0.616031927008484,0.714594381295029
JG27,84,12,1,2,1,I,Sev11,noCheck,0.608449345421714,0.705798442662617,0.680425903399659,0.78929148193061
JS23,86,13,2,2,1,I,Sev11,noCheck,0.37780620960445,0.438253324811187,0.47520960629713,0.551239646531404
JG3,88,13,4,2,1,I,Sev11,noCheck,0.385036839899197,0.446641505882946,0.450193175370816,0.522222954696016
JG35,89,13,5,2,1,I,Sev11,noCheck,0.507213337880008,0.588365720498051,0.560934617000676,0.650682253801483
NA,90,13,6,2,1,I,Sev11,GoldenBliss,0.557870183135261,0.647127305662191,0.597826086956522,0.693476639839551
JG24,92,14,7,2,1,I,Sev11,noCheck,0.495769863557459,0.575091217188578,0.541634248732888,0.628293239004313
JG27,93,14,6,2,1,I,Sev11,noCheck,0.507594088183732,0.588806990952607,0.570370158598764,0.661626848088938
JG38,94,14,5,2,1,I,Sev11,noCheck,0.495981521118873,0.575336762517367,0.610009514747859,0.707608882637084
JG7,95,14,4,2,1,I,Sev11,noCheck,0.429483385869181,0.498199023825227,0.562168368171585,0.652113265602053
JS4,96,14,3,2,1,I,Sev11,noCheck,0.468077388771949,0.54296800005206,0.605527683653531,0.70240995269052
JS30,97,14,2,2,1,I,Sev11,noCheck,0.526422458161922,0.61064796947309,0.586741345142237,0.680618279420076
JT5,98,14,1,2,1,I,Sev11,noCheck,0.461218898698784,0.535011998846657,0.658711789921437,0.764103503099174
NA,99,15,1,2,1,I,Sev11,HimboTop,0.476807217274291,0.553094370858032,0.565883932877818,0.656422863940286
JT39,100,15,2,2,1,I,Sev11,noCheck,0.53206516283599,0.61719366900221,0.629075511644319,0.729725762469662
JG4,104,15,6,2,1,I,Sev11,noCheck,0.503671208010851,0.584256847008493,0.564909987523023,0.655294028176512
JG1,106,16,7,3,1,I,Sev11,noCheck,0.477020377022843,0.553341862439501,0.548988822847744,0.636825130050824
JS31,110,16,3,3,1,I,Sev11,noCheck,0.40026015504224,0.464300413907467,0.479637877332402,0.556377346363479
JG37,111,16,2,3,1,I,Sev11,noCheck,-0.090493256886436,-0.10497148163352,-0.138903148136838,-0.161126513225005
JS3,113,17,1,3,1,I,Sev11,noCheck,0.306388896412608,0.355409813227341,0.486922079130096,0.56482711526547
JS10,115,17,3,3,1,I,Sev11,noCheck,0.392889213497657,0.455750115787598,0.618707372834405,0.717698150695835
NA,118,17,6,3,1,I,Sev11,GoldenBliss,0.542144323766016,0.628885426401153,0.638855999027599,0.741071119300351
JT35,119,17,7,3,1,I,Sev11,noCheck,0.459349954284825,0.532844400968383,0.567060009767933,0.657787953207308
JG36,120,18,7,3,1,I,Sev11,noCheck,0.386992813402717,0.448910451373615,0.53465247201892,0.620195347668947
JT32,121,18,6,3,1,I,Sev11,noCheck,0.460254266142586,0.533893175295851,0.541797004219399,0.628482461943486
JS38,122,18,5,3,1,I,Sev11,noCheck,-0.139183863700113,-0.161452192034387,-0.164078182778658,-0.190329083325233
NA,123,18,4,3,1,I,Sev11,Heritage,0.490145325974211,0.568566683598826,0.63913991943387,0.741400209790329
JG19,125,18,2,3,1,I,Sev11,noCheck,0.453454042295001,0.526004980032911,0.634118273475207,0.73557517576084
JS5,129,19,3,3,1,I,Sev11,noCheck,0.386482395416382,0.448318195779204,0.535893214367908,0.621634367881125
JG20,131,19,5,3,1,I,Sev11,noCheck,0.360965811145919,0.41871871173442,0.458303361245687,0.531629304527431
JT11,132,19,6,3,1,I,Sev11,noCheck,0.455258547363013,0.528098452720368,0.571609284745401,0.663065153393008
NA,134,20,7,3,1,I,Sev11,GoldenBliss,0.379887173520231,0.440667882818794,0.55783657958577,0.647088980491118
JG8,137,20,4,3,1,I,Sev11,noCheck,0.386246570015359,0.448044422614111,0.543223591193698,0.630137668786996
JT26,138,20,3,3,1,I,Sev11,noCheck,0.379325857005371,0.440016614010293,0.573477088948787,0.665231510565289
JG17,139,20,2,3,1,I,Sev11,noCheck,0.560826786531091,0.650556905082573,0.687154172884858,0.797095912401653
JG15,142,21,2,3,1,I,Sev11,noCheck,0.39640702059155,0.459830478470957,0.555032697326411,0.643834838820452
JT6,147,21,7,3,1,I,Sev11,noCheck,0.304671471110172,0.353417946741216,0.441322654580104,0.511933224623163
JT12,148,22,7,3,1,I,Sev11,noCheck,0.391924083165074,0.454630566129895,0.543265506490472,0.63018531564963
JT36,149,22,6,3,1,I,Sev11,noCheck,0.416788051517881,0.483472696579637,0.566577880210223,0.657228262103688
JT17,151,22,4,3,1,I,Sev11,noCheck,0.414619382317222,0.480957010536616,0.528487106158732,0.613043417434091
JG25,153,22,2,3,1,I,Sev11,noCheck,0.087956986075317,0.102029599417379,0.00105555058592,0.001224435174709
JG19,156,23,2,3,1,I,Sev11,noCheck,0.246101072158401,0.285476334265103,-0.00423078085406,-0.004907667074676
NA,157,23,3,3,1,I,Sev11,GoldenBliss,0.517564925412871,0.600373418188316,0.701278061734055,0.813480078932365
JG31,158,23,4,3,1,I,Sev11,noCheck,0.39314327738678,0.456044866995121,0.63619125584012,0.737980037074854
JT22,159,23,5,3,1,I,Sev11,noCheck,0.327670889708866,0.380097059100951,0.421514625619357,0.488954998043218
NA,2,1,2,1,1,I,Sev13,Salmon,0.685173636225859,0.794798494916996,0.721448359157698,0.836877742141247
JG24,3,1,3,1,1,I,Sev13,noCheck,0.638335224356611,0.74046621690144,0.674052528017794,0.781898791961558
JG18,4,1,4,1,1,I,Sev13,noCheck,0.293251101961459,0.340169189435896,0.322766279656739,0.374405860427175
JG16,10,2,5,1,1,I,Sev13,noCheck,0.442759555320236,0.513598467313189,0.555792518388763,0.644714854589201
JT34,11,2,4,1,1,I,Sev13,noCheck,0.56438540973673,0.654684460210711,0.622891188460332,0.722550153401551
JS1,13,2,2,1,1,I,Sev13,noCheck,0.585196690747471,0.678825831545276,0.656206401917824,0.761197033040709
NA,15,3,1,1,1,I,Sev13,HimboTop,0.609535594468548,0.707058825590615,0.67861946165066,0.787196189665088
JT14,16,3,2,1,1,I,Sev13,noCheck,0.294819796578481,0.341989742893402,0.308455884334195,0.357807377367848
JS9,17,3,3,1,1,I,Sev13,noCheck,0.495290069305316,0.574534411900926,0.542480246841534,0.629275265496543
JT20,22,4,7,1,1,I,Sev13,noCheck,0.509608479612136,0.591144218861363,0.557985917749227,0.64726215044401
JG42,23,4,6,1,1,I,Sev13,noCheck,0.508375958423437,0.589714319940418,0.532837910718807,0.618090508776843
JS29,24,4,5,1,1,I,Sev13,noCheck,0.477076250806974,0.553406701224449,0.499598676335985,0.579533158835381
NA,25,4,4,1,1,I,Sev13,Heritage,0.600801707863747,0.696927858111534,0.638779801781871,0.740982293334476
JT18,26,4,3,1,1,I,Sev13,noCheck,0.646615620543441,0.750071799464793,0.674791162892943,0.782755767505642
JS7,27,4,2,1,1,I,Sev13,noCheck,0.661529850192135,0.76737212613434,0.688420077568801,0.798565138491601
JS2,29,5,1,1,1,I,Sev13,noCheck,0.616331402778566,0.714941860851025,0.665425877207868,0.771891978921355
JG7,30,5,2,1,1,I,Sev13,noCheck,0.564437625342897,0.654745142037768,0.584462308167969,0.677974244835213
JG11,32,5,4,1,1,I,Sev13,noCheck,0.516459913640698,0.599091769976082,0.547399004729082,0.634981275353073
JT21,33,5,5,1,1,I,Sev13,noCheck,0.581883892157335,0.67498304997446,0.603722267552551,0.70031565352402
JG6,34,5,6,1,1,I,Sev13,noCheck,0.501572991875919,0.581823019821173,0.536255920391663,0.622055280449633
NA,35,5,7,1,1,I,Sev13,GoldenBliss,0.559112706545361,0.648568550508628,0.588302822578438,0.682429499866011
JT1,36,6,7,1,1,I,Sev13,noCheck,0.478272812623594,0.554794646321265,0.501930379746835,0.582237766486667
JT21,38,6,5,1,1,I,Sev13,noCheck,0.504144935172857,0.584805982742077,0.541885919729909,0.628585312137071
JT16,39,6,4,1,1,I,Sev13,noCheck,0.569199941098427,0.66026970283051,0.597079020799113,0.692609471066961
JS25,40,6,3,1,1,I,Sev13,noCheck,NA,NA,NA,NA
JS22,41,6,2,1,1,I,Sev13,noCheck,0.567114283831911,0.657849992215278,0.618794031175459,0.717798952537261
NA,42,6,1,1,1,I,Sev13,GoldenBliss,0.547060043342301,0.634587119530548,0.582538070343352,0.675741459897488
JS19,43,7,1,1,1,I,Sev13,noCheck,0.60453460485944,0.701257407876043,0.677954136588254,0.786423933053326
JG20,44,7,2,1,1,I,Sev13,noCheck,0.579523590401271,0.672244920621792,0.62005549461186,0.719261898391006
NA,45,7,3,1,1,I,Sev13,Jewel,0.636874400561907,0.738771941714704,0.692694598148511,0.803522761155845
JG39,46,7,4,1,1,I,Sev13,noCheck,0.526483511424678,0.610718635861236,0.570879667641421,0.662218076293434
JT28,47,7,5,1,1,I,Sev13,noCheck,0.456303784430368,0.529310821091042,0.496209494001016,0.57560146826074
JG32,48,7,6,1,1,I,Sev13,noCheck,0.461166811976913,0.534951641544984,0.488026454449653,0.566109041435978
JG9,49,7,7,1,1,I,Sev13,noCheck,0.378931680037762,0.43955937626831,0.423161688833933,0.490865627158282
JS12,50,8,7,2,1,I,Sev13,noCheck,0.425344911948981,0.493398541952132,0.478949532509788,0.555579868552497
JG12,51,8,6,2,1,I,Sev13,noCheck,0.515044977863503,0.597450208872977,0.549799588226349,0.637765790035134
JS15,52,8,5,2,1,I,Sev13,noCheck,0.562791015318971,0.652835436598719,0.605948818519564,0.70289857796153
JG4,53,8,4,1,1,I,Sev13,noCheck,0.566198956671968,0.656788741953515,0.603172458743662,0.699678136464746
JG34,54,8,3,1,1,I,Sev13,noCheck,0.554442457101371,0.643151224468167,0.580409997662418,0.673273681857126
JT19,55,8,2,1,1,I,Sev13,noCheck,0.585580315430268,0.679270758005707,0.614293753769709,0.712578248449285
JG39,56,8,1,1,1,I,Sev13,noCheck,0.622465908145841,0.722058041689635,0.659398068826572,0.764899310144716
NA,58,9,2,2,1,I,Sev13,HimboTop,0.669332331046275,0.776423032351091,0.714137087266911,0.828396864193147
JS32,59,9,3,2,1,I,Sev13,noCheck,0.599673730464103,0.695619106885255,0.64039337252665,0.742854211020167
JT30,60,9,4,2,1,I,Sev13,noCheck,0.590747020837246,0.685264193891157,0.629037479765907,0.729680569072567
JT18,62,9,6,2,1,I,Sev13,noCheck,0.446807430466357,0.518294877313487,0.511252055990253,0.593050876470764
NA,63,9,7,2,1,I,Sev13,Heritage,0.460329603029494,0.533980495087475,0.523122920490332,0.606821065088338
JG41,64,10,7,2,1,I,Sev13,noCheck,0.443562705355362,0.514531177669811,0.520748345063582,0.604066636023643
JT37,65,10,6,2,1,I,Sev13,noCheck,0.43627873084346,0.506081680780701,0.463388418648394,0.537529121243796
NA,67,10,4,2,1,I,Sev13,Salmon,0.42879207151375,0.497396885029659,0.470265602651129,0.545505811170125
JG14,68,10,3,2,1,I,Sev13,noCheck,0.538820010726826,0.625029192284698,0.579616839078664,0.672353852289021
JT24,70,10,1,2,1,I,Sev13,noCheck,0.532051230084419,0.617177455229753,0.641636175040255,0.74429599130071
JS36,72,11,2,2,1,I,Sev13,noCheck,0.612868004029658,0.710924630344331,0.655039318952456,0.759843417232762
JS11,73,11,3,2,1,I,Sev13,noCheck,0.556643075216727,0.645703594556256,0.600038135323,0.696042077791542
JT21,75,11,5,2,1,I,Sev13,noCheck,0.570485659142373,0.661761105091197,0.620989455943107,0.720345399969909
JG43,76,11,6,2,1,I,Sev13,noCheck,0.514720383832747,0.597073668423913,0.568452198566779,0.659402381114643
JT9,79,12,6,2,1,I,Sev13,noCheck,0.514814937460888,0.597183516581439,0.559332379306615,0.648823430421195
JT19,80,12,5,2,1,I,Sev13,noCheck,0.481940501039852,0.559049281544878,0.50163494592102,0.581894976051041
JG13,81,12,4,2,1,I,Sev13,noCheck,0.577906112730871,0.670368870394513,0.614777611678071,0.713139752787556
JG27,84,12,1,2,1,I,Sev13,noCheck,0.618597893752695,0.717571323799172,0.688566638382381,0.798735086294908
JS23,86,13,2,2,1,I,Sev13,noCheck,0.423135312647594,0.490835167184196,0.443294369080414,0.514220137606534
JG3,88,13,4,2,1,I,Sev13,noCheck,0.407970533942311,0.473244575327311,0.432404714741293,0.501588341634219
JG35,89,13,5,2,1,I,Sev13,noCheck,0.476301898637564,0.552508654372127,0.515768861127996,0.598290423208292
NA,90,13,6,2,1,I,Sev13,GoldenBliss,0.574186061695685,0.666053709483039,0.602688678154979,0.699117031797705
JG24,92,14,7,2,1,I,Sev13,noCheck,0.473714140956689,0.549506802408567,0.536387746068493,0.622207256102729
JG27,93,14,6,2,1,I,Sev13,noCheck,0.558849019292753,0.648262813628208,0.593686131386861,0.688673901682039
JG38,94,14,5,2,1,I,Sev13,noCheck,0.523078398419158,0.606769083493522,0.600162108612771,0.696186374023298
JG7,95,14,4,2,1,I,Sev13,noCheck,0.545157129873051,0.632380202453214,0.598167189508773,0.693872046157323
JS4,96,14,3,2,1,I,Sev13,noCheck,0.562299701999607,0.652265504191514,0.602813928124914,0.699262291224789
JS30,97,14,2,2,1,I,Sev13,noCheck,0.547282520356996,0.634845666774416,0.588713993604962,0.682906733109041
JT5,98,14,1,2,1,I,Sev13,noCheck,0.657006353754576,0.762125062219876,0.691252433689045,0.801849402098341
NA,99,15,1,2,1,I,Sev13,HimboTop,0.597279171363926,0.692841601711623,0.652651455546814,0.757073782347676
JT39,100,15,2,2,1,I,Sev13,noCheck,0.567890485866164,0.658751072403731,0.621626896989216,0.721084385558442
JG4,104,15,6,2,1,I,Sev13,noCheck,0.494119095328694,0.573176555686569,0.542937589501146,0.629806164115704
JG1,106,16,7,3,1,I,Sev13,noCheck,0.475197171733309,0.551227148489762,0.539243779634046,0.625521045860522
JS31,110,16,3,3,1,I,Sev13,noCheck,0.508945202077733,0.590374645177579,0.53596589111137,0.621718776959774
JS3,113,17,1,3,1,I,Sev13,noCheck,0.60903840668011,0.706482084760679,0.666601802270551,0.773255752272722
JS10,115,17,3,3,1,I,Sev13,noCheck,0.625321913996134,0.725371060190858,0.661035505207937,0.766799320491275
NA,118,17,6,3,1,I,Sev13,GoldenBliss,0.57406929700866,0.665918257818256,0.608202879391233,0.70551352020631
JT35,119,17,7,3,1,I,Sev13,noCheck,0.450070679052335,0.522080564114845,0.565049742639988,0.655456180364563
JG36,120,18,7,3,1,I,Sev13,noCheck,0.447073622794575,0.518604074149637,0.536128369453549,0.621907285925905
JT32,121,18,6,3,1,I,Sev13,noCheck,0.486515960188954,0.5643567860851,0.550792429604555,0.638917645378931
JS38,122,18,5,3,1,I,Sev13,noCheck,0.266285972598944,0.30888962925306,0.335816725647234,0.389545080006973
NA,123,18,4,3,1,I,Sev13,Heritage,0.587955487298025,0.682026161158999,0.646201757312868,0.749591815246905
JG19,125,18,2,3,1,I,Sev13,noCheck,0.638585574278837,0.740756797379616,0.681707537132852,0.790775956858094
JS5,129,19,3,3,1,I,Sev13,noCheck,0.566164346798258,0.65674851359594,0.632487305142357,0.733683354675913
JG20,131,19,5,3,1,I,Sev13,noCheck,0.495608704781666,0.57490392715428,0.522977579981312,0.606651560501933
JT11,132,19,6,3,1,I,Sev13,noCheck,0.507210335011197,0.588362356171459,0.575647752474712,0.66774994807173
NA,134,20,7,3,1,I,Sev13,GoldenBliss,0.534218258155674,0.619691336349499,0.576982209532177,0.669297553808839
JG8,137,20,4,3,1,I,Sev13,noCheck,0.609186778540235,0.706654306630773,0.656687875943117,0.761754378009861
JT26,138,20,3,3,1,I,Sev13,noCheck,0.636885269923594,0.738784425104735,0.673335433122957,0.781066875775663
JG17,139,20,2,3,1,I,Sev13,noCheck,0.694113549377534,0.805169233983108,0.733379015548268,0.850717437312744
JG15,142,21,2,3,1,I,Sev13,noCheck,0.645252215533351,0.748489912053051,0.702382798667179,0.814761428445
JT6,147,21,7,3,1,I,Sev13,noCheck,0.433582930473328,0.502954676926662,0.478275981925617,0.55479842490735
JT12,148,22,7,3,1,I,Sev13,noCheck,0.453523630049616,0.526085859228707,0.566991436143689,0.657707659259083
JT36,149,22,6,3,1,I,Sev13,noCheck,0.5563839448546,0.645403423149172,0.60651793936888,0.703558693980284
JT17,151,22,4,3,1,I,Sev13,noCheck,0.560002915298944,0.649601466914588,0.601870631421915,0.698168060026323
JG25,153,22,2,3,1,I,Sev13,noCheck,0.162828239087138,0.188879765706875,0.12064128129824,0.139943275758287
JG19,156,23,2,3,1,I,Sev13,noCheck,0.624071279139795,0.723920090906812,0.681854543597774,0.790949116609217
NA,157,23,3,3,1,I,Sev13,GoldenBliss,0.705079367434317,0.817889583779729,0.738009483945433,0.856089096601974
JG31,158,23,4,3,1,I,Sev13,noCheck,0.672362477838989,0.779938103818085,0.687333073252708,0.797304450849081
JT22,159,23,5,3,1,I,Sev13,noCheck,0.611918284615943,0.709823038448184,0.67333407312878,0.781065791342637
NA,2,1,2,1,1,I,Sev17,Salmon,0.702557034168776,0.814963140937463,0.730605048255382,0.847498710101299
JG24,3,1,3,1,1,I,Sev17,noCheck,0.616849873797213,0.715543452789391,0.687440933381446,0.797429290363997
JG16,10,2,5,1,1,I,Sev17,noCheck,0.548533966615193,0.636296200875754,0.637120556828586,0.73905700384909
JT34,11,2,4,1,1,I,Sev17,noCheck,0.562017616464003,0.651937749571525,0.623238973008558,0.722953401167077
JS1,13,2,2,1,1,I,Sev17,noCheck,0.612891576830625,0.710951620159186,0.661912991906814,0.767816554730195
NA,15,3,1,1,1,I,Sev17,HimboTop,0.593861566876788,0.688877004760412,0.657623755601929,0.762841468738069
